"ID";"wildsoort";"afschotjaar";"afschot_datum";"provincie";"geslacht.MF";"leeftijdscategorie_MF";"ontweid_gewicht";"aantal_embryos_onbekend";"aantal_embryos";"onderkaaklengte_links";"onderkaaklengte_rechts";"doodsoorzaak";"leeftijd_maanden";"lengte_mm";"Leeftijdscategorie_onderkaak"
7671;"Ree";2017;"2017-01-21";"Limburg";"Vrouwelijk";"Jongvolwassen";13,5;FALSE;0;149;NA;"afschot";NA;NA;"Niet ingezameld"
7672;"Wild zwijn";2013;"2013-04-03";"West-Vlaanderen";"Mannelijk";"Frisling";3;NA;NA;NA;NA;"afschot";2;NA;"Overloper"
7673;"Ree";2016;"2016-07-15";"Antwerpen";"Mannelijk";"Jongvolwassen";17;TRUE;NA;155;155;"afschot";NA;NA;"Niet ingezameld"
7674;"Ree";2015;"2015-03-30";"Limburg";"Vrouwelijk";"Volwassen";14;FALSE;1;160;160;"afschot";NA;NA;"Niet ingezameld"
7675;"Wild zwijn";2016;"2016-06-25";"Limburg";"Vrouwelijk";"Frisling";17;FALSE;0;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7676;"Ree";2015;"2015-03-14";"Limburg";"Vrouwelijk";"Volwassen";18,8;FALSE;2;170;170;"afschot";NA;NA;"Niet ingezameld"
7677;"Ree";2015;"2015-03-14";"Oost-Vlaanderen";"Vrouwelijk";"Kits";12;FALSE;0;150;150;"afschot";NA;NA;"Niet ingezameld"
7678;"Wild zwijn";2011;"2011-12-14";"Limburg";"Mannelijk";"Frisling";41;NA;NA;NA;NA;"afschot";8;NA;"Overloper"
7679;"Ree";2014;"2014-03-28";"Limburg";"Vrouwelijk";"Volwassen";20;FALSE;2;143;145;"afschot";NA;NA;"Niet ingezameld"
7680;"Ree";2016;"2016-05-29";"Vlaams-Brabant";"Mannelijk";"Volwassen";17,5;TRUE;NA;160;NA;"afschot";NA;NA;"Niet ingezameld"
7681;"Ree";2015;"2015-08-01";"Voeren";"Mannelijk";"Volwassen";14;NA;NA;130;130;"afschot";NA;NA;"Niet ingezameld"
7682;"Ree";2015;"2015-01-18";"Oost-Vlaanderen";"Mannelijk";"Kits";13;TRUE;NA;145;145;"afschot";NA;NA;"Niet ingezameld"
7683;"Wild zwijn";2014;"2014-01-18";"Limburg";"Mannelijk";"Frisling";28;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7684;"Ree";2015;"2015-02-02";"Limburg";"Mannelijk";"Kits";12;NA;NA;125;125;"afschot";NA;NA;"Niet ingezameld"
7685;"Ree";2015;"2015-05-10";"Limburg";"Mannelijk";"Jongvolwassen";13;TRUE;NA;151;151;"afschot";NA;NA;"Niet ingezameld"
7686;"Ree";2014;"2014-01-31";"Oost-Vlaanderen";"Mannelijk";"Kits";13;TRUE;NA;146;146;"afschot";NA;NA;"Niet ingezameld"
7687;"Wild zwijn";2012;"2012-12-27";"West-Vlaanderen";"Vrouwelijk";"Adult";NA;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7688;"Ree";2016;"2016-03-30";"Limburg";"Mannelijk";"Kits";12,5;TRUE;NA;148;148;"afschot";9;153;"Kits"
7689;"Damhert";2010;"2010-09-08";"Limburg";"Vrouwelijk";"Adult";16;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7690;"Ree";2014;"2014-01-07";"Limburg";"Mannelijk";"Kits";8;NA;NA;127;128;"afschot";NA;NA;"Niet ingezameld"
7691;"Wild zwijn";2013;"2013-07-04";"Limburg";"Mannelijk";"Adult";40;NA;NA;NA;NA;"afschot";15;NA;"Adult"
7692;"Ree";2017;"2017-03-24";"Antwerpen";"Vrouwelijk";"Kits";11;FALSE;NA;146;NA;"afschot";NA;NA;"Niet ingezameld"
7693;"Ree";2014;"2014-01-13";"Vlaams-Brabant";"Mannelijk";"Kits";14;NA;NA;130;130;"afschot";NA;NA;"Niet ingezameld"
7694;"Wild zwijn";2014;"2014-10-18";"Limburg";"Mannelijk";"Frisling";26;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7695;"Ree";2014;"2014-05-14";"Limburg";"Mannelijk";"Jongvolwassen";14;NA;NA;130;130;"afschot";NA;NA;"Niet ingezameld"
7696;"Ree";2014;"2014-05-06";"Antwerpen";"Mannelijk";"Kits";14;NA;NA;153;152;"afschot";NA;NA;"Niet ingezameld"
7697;"Ree";2015;"2015-03-28";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";16,1;FALSE;1;154;154;"afschot";NA;NA;"Niet ingezameld"
7698;"Wild zwijn";2014;"2014-04-10";"Limburg";"Mannelijk";"Frisling";2;NA;NA;NA;NA;"afschot";1;NA;"Frisling"
7699;"Ree";2016;"2016-09-21";"Antwerpen";"Mannelijk";"Volwassen";17,5;TRUE;NA;158;158;"afschot";NA;NA;"Niet ingezameld"
7700;"Ree";2017;"2017-03-27";"Voeren";"Vrouwelijk";"Jongvolwassen";16,5;FALSE;1;145;NA;"afschot";NA;NA;"Niet ingezameld"
7701;"Ree";2015;"2015-03-13";"Antwerpen";"Vrouwelijk";"Jongvolwassen";15,5;FALSE;2;165;165;"afschot";NA;NA;"Niet ingezameld"
7702;"Wild zwijn";2015;"2015-12-16";"Voeren";"Vrouwelijk";"Overloper";40,6;FALSE;2;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7703;"Ree";2014;"2014-01-21";"Limburg";"Vrouwelijk";"Jongvolwassen";14;FALSE;1;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7704;"Ree";2016;"2016-01-25";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";15;FALSE;1;151;151;"afschot";19;NA;"Jongvolwassen"
7705;"Ree";2016;"2016-03-25";"Limburg";"Vrouwelijk";"Kits";9;FALSE;0;130;130;"afschot";9;NA;"Kits"
7706;"Ree";2015;"2015-06-24";"Limburg";"Mannelijk";"Volwassen";13;NA;NA;150;155;"afschot";NA;NA;"Niet ingezameld"
7707;"Ree";2016;"2016-08-14";"Antwerpen";"Mannelijk";"Jongvolwassen";16,8;TRUE;NA;154;154;"afschot";NA;NA;"Niet ingezameld"
7708;"Ree";2016;"2016-03-13";"Vlaams-Brabant";"Vrouwelijk";"Jongvolwassen";17;FALSE;2;157;157;"afschot";19;152;"Jongvolwassen"
7709;"Ree";2014;"2014-03-20";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";17,5;FALSE;2;165;165;"afschot";NA;NA;"Niet ingezameld"
7710;"Ree";2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;"afschot";11;135;"Kits"
7711;"Wild zwijn";2017;"2017-03-03";"Limburg";"Mannelijk";"Overloper";50;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7712;"Ree";2015;"2015-05-03";"Limburg";"Mannelijk";"Jongvolwassen";14;TRUE;NA;152;152;"afschot";NA;NA;"Niet ingezameld"
7713;"Wild zwijn";2015;"2015-07-14";"Antwerpen";"Mannelijk";"Frisling";8,9;TRUE;NA;NA;NA;"afschot";3;NA;"Frisling"
7714;"Ree";2017;"2017-02-21";"Limburg";"Vrouwelijk";"Volwassen";19,5;FALSE;1;160;NA;"afschot";NA;NA;"Niet ingezameld"
7715;"Ree";2015;"2015-02-22";"West-Vlaanderen";"Vrouwelijk";"Kits";12;FALSE;NA;154;154;"afschot";NA;NA;"Niet ingezameld"
7716;"Ree";2015;"2015-03-15";"Oost-Vlaanderen";"Vrouwelijk";"Volwassen";17,5;FALSE;1;160;160;"afschot";NA;NA;"Niet ingezameld"
7717;"Wild zwijn";2016;"2016-09-03";"Voeren";"Mannelijk";"Frisling";23;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7718;"Ree";2015;"2015-03-05";"Voeren";"Mannelijk";"Kits";10;NA;NA;145;145;"afschot";NA;NA;"Niet ingezameld"
7719;"Ree";2017;"2017-02-13";"Limburg";"Vrouwelijk";"Volwassen";16,5;FALSE;1;165;NA;"afschot";NA;NA;"Niet ingezameld"
7720;"Ree";2015;"2015-03-17";"Antwerpen";"Vrouwelijk";"Kits";10;FALSE;NA;144;144;"afschot";NA;NA;"Niet ingezameld"
7721;"Ree";2017;"2017-01-28";"Limburg";"Vrouwelijk";"Kits";12;FALSE;0;138;NA;"afschot";NA;NA;"Niet ingezameld"
7722;"Ree";2014;"2014-02-02";"Antwerpen";"Vrouwelijk";"Kits";11,2;FALSE;NA;149;146;"afschot";NA;NA;"Niet ingezameld"
7723;"Wild zwijn";2014;"2014-12-27";"Limburg";"Vrouwelijk";"Overloper";47;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7724;"Ree";2015;"2015-03-18";"Oost-Vlaanderen";"Vrouwelijk";"Jongvolwassen";16,6;FALSE;NA;149;150;"afschot";NA;NA;"Niet ingezameld"
7725;"Ree";2014;"2014-03-09";"Limburg";"Vrouwelijk";"Jongvolwassen";15;FALSE;2;149;149;"afschot";NA;NA;"Niet ingezameld"
7726;"Ree";2017;"2017-03-03";"Limburg";"Vrouwelijk";"Kits";11,7;FALSE;0;156;NA;"afschot";NA;NA;"Niet ingezameld"
7727;"Ree";2014;"2014-06-06";"Oost-Vlaanderen";"Mannelijk";"Jongvolwassen";12,2;TRUE;NA;144;144;"afschot";NA;NA;"Niet ingezameld"
7728;"Ree";2015;"2015-09-01";"Antwerpen";"Mannelijk";"Jongvolwassen";14;TRUE;NA;148;150;"afschot";NA;NA;"Niet ingezameld"
7729;"Ree";2015;"2015-03-14";"Antwerpen";"Vrouwelijk";"Kits";14,6;FALSE;0;155;154;"afschot";NA;154;"Kits"
7730;"Wild zwijn";2016;"2016-03-03";"Antwerpen";"Vrouwelijk";"Frisling";28;TRUE;NA;NA;NA;"afschot";9;NA;"Frisling"
7731;"Ree";2016;"2016-08-02";"Limburg";"Mannelijk";"Volwassen";17;TRUE;NA;151;153;"afschot";NA;NA;"Niet ingezameld"
7732;"Ree";2014;"2014-09-12";"Oost-Vlaanderen";"Mannelijk";"Volwassen";22,6;TRUE;NA;155;155;"afschot";NA;NA;"Niet ingezameld"
7733;"Ree";2016;"2016-06-01";"Limburg";"Mannelijk";"Jongvolwassen";13,8;TRUE;NA;149;149;"afschot";NA;NA;"Niet ingezameld"
7734;"Ree";2017;"2017-03-24";"Limburg";"Mannelijk";"Kits";10,8;TRUE;NA;145;NA;"afschot";NA;NA;"Niet ingezameld"
7735;"Ree";2016;"2016-02-07";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";19,2;FALSE;0;165;165;"afschot";100;NA;"Adult"
7736;"Ree";2015;"2015-05-02";"Limburg";"Mannelijk";"Volwassen";18;TRUE;NA;173;173;"afschot";NA;NA;"Niet ingezameld"
7737;"Ree";2016;"2016-01-19";"Limburg";"Mannelijk";"Kits";12,2;TRUE;NA;131;131;"afschot";10;137;"Kits"
7738;"Ree";2016;"2016-02-12";"Antwerpen";"Vrouwelijk";"Volwassen";17;FALSE;1;161;161;"afschot";19;157;"Jongvolwassen"
7739;"Ree";2014;"2014-01-23";"Limburg";"Vrouwelijk";"Kits";8,4;FALSE;0;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7740;"Ree";2016;"2016-07-19";"Antwerpen";"Mannelijk";"Volwassen";11;TRUE;NA;146;NA;"afschot";NA;NA;"Niet ingezameld"
7741;"Ree";2015;"2015-05-24";"Limburg";"Mannelijk";"Jongvolwassen";14,2;TRUE;NA;150;150;"afschot";NA;NA;"Niet ingezameld"
7742;"Ree";2017;"2017-02-11";"Antwerpen";"Mannelijk";"Kits";10,5;TRUE;NA;126;NA;"afschot";NA;NA;"Niet ingezameld"
7743;"Ree";2015;"2015-03-01";"Limburg";"Vrouwelijk";"Kits";13;FALSE;0;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7744;"Ree";2015;"2015-03-23";"Limburg";"Vrouwelijk";"Volwassen";15;FALSE;2;148;148;"afschot";34;146;"Adult"
7745;"Ree";2014;"2014-03-29";"Antwerpen";"Mannelijk";"Kits";11,5;TRUE;NA;140;140;"afschot";NA;NA;"Niet ingezameld"
7746;"Ree";2014;"2014-02-24";"Limburg";"Vrouwelijk";"Kits";12;FALSE;NA;150;150;"afschot";NA;NA;"Niet ingezameld"
7747;"Ree";2016;"2016-03-28";"Limburg";"Mannelijk";"Kits";10,2;NA;NA;140;NA;"afschot";10;132;"Kits"
7748;"Ree";2017;"2017-01-27";"Limburg";"Vrouwelijk";"Volwassen";16;FALSE;2;160;NA;"afschot";NA;NA;"Niet ingezameld"
7749;"Wild zwijn";2016;"2016-06-10";"Limburg";"Mannelijk";"Frisling";58;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7750;"Ree";2016;"2016-09-13";"Limburg";"Mannelijk";"Volwassen";16;TRUE;NA;152;152;"afschot";NA;NA;"Niet ingezameld"
7751;"Ree";2015;"2015-01-04";"Limburg";"Vrouwelijk";"Kits";14,5;FALSE;NA;150;152;"afschot";NA;NA;"Niet ingezameld"
7752;"Ree";2014;"2014-08-24";"Antwerpen";"Mannelijk";"Volwassen";19,5;TRUE;NA;155;155;"afschot";NA;NA;"Niet ingezameld"
7753;"Ree";2014;"2014-06-12";"Vlaams-Brabant";"Mannelijk";"Jongvolwassen";13;TRUE;NA;150;150;"afschot";NA;NA;"Niet ingezameld"
7754;"Ree";2015;"2015-03-30";"Limburg";"Mannelijk";"Kits";11;NA;NA;148;148;"afschot";NA;NA;"Niet ingezameld"
7755;"Ree";2015;"2015-08-09";"West-Vlaanderen";"Mannelijk";"Volwassen";23;TRUE;NA;158;159;"afschot";NA;NA;"Niet ingezameld"
7756;"Ree";2016;"2016-02-12";"Limburg";"Vrouwelijk";"Kits";9;FALSE;0;135;135;"afschot";9;133;"Kits"
7757;"Ree";2014;"2014-02-09";"Limburg";"Vrouwelijk";"Volwassen";15,2;TRUE;NA;160;160;"afschot";NA;NA;"Niet ingezameld"
7758;"Ree";2017;"2017-02-11";"Limburg";"Vrouwelijk";"Kits";11;FALSE;0;135;NA;"afschot";NA;NA;"Niet ingezameld"
7759;"Ree";2016;"2016-03-29";"Limburg";"Mannelijk";"Kits";15;TRUE;NA;145;145;"afschot";NA;NA;"Niet ingezameld"
7760;"Ree";2017;"2017-03-10";"Limburg";"Vrouwelijk";"Volwassen";18;FALSE;3;130;NA;"afschot";NA;NA;"Niet ingezameld"
7761;"Ree";2015;"2015-08-01";"Antwerpen";"Mannelijk";"Volwassen";16;TRUE;NA;150;NA;"afschot";NA;NA;"Niet ingezameld"
7762;"Ree";2015;"2015-03-30";"Limburg";"Vrouwelijk";"Kits";11;FALSE;0;145;145;"afschot";NA;NA;"Niet ingezameld"
7763;"Ree";2014;"2014-03-22";"Antwerpen";"Vrouwelijk";"Kits";14;FALSE;NA;125;125;"afschot";NA;NA;"Niet ingezameld"
7764;"Ree";2015;"2015-03-28";"Antwerpen";"Mannelijk";"Kits";13,2;NA;NA;133;133;"afschot";NA;NA;"Niet ingezameld"
7765;"Ree";2016;"2016-07-07";"Vlaams-Brabant";"Mannelijk";"Volwassen";14,6;TRUE;NA;156;NA;"afschot";NA;NA;"Niet ingezameld"
7766;"Ree";2014;"2014-03-08";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";15,8;TRUE;NA;155;155;"afschot";NA;NA;"Niet ingezameld"
7767;"Damhert";2010;"2010-09-08";"Limburg";"Vrouwelijk";"Kits";12;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7768;"Ree";2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;"afschot";58;153;"Adult"
7769;"Ree";2014;"2014-03-29";"Antwerpen";"Vrouwelijk";"Jongvolwassen";16,3;FALSE;0;152;152;"afschot";NA;NA;"Niet ingezameld"
7770;"Ree";2016;"2016-03-28";"Antwerpen";"Vrouwelijk";"Volwassen";12;FALSE;0;130;130;"afschot";10;NA;"Kits"
7771;"Ree";2017;"2017-02-14";"Limburg";"Vrouwelijk";"Volwassen";16,5;FALSE;0;170;NA;"afschot";NA;NA;"Niet ingezameld"
7772;"Ree";2017;"2017-03-05";"Limburg";"Mannelijk";"Kits";13;TRUE;NA;142;NA;"afschot";NA;NA;"Niet ingezameld"
7773;"Ree";2016;"2016-02-06";"Vlaams-Brabant";"Mannelijk";"Kits";13,1;TRUE;NA;140;140;"afschot";9;143;"Kits"
7774;"Wild zwijn";2012;"2012-09-11";"Limburg";"Vrouwelijk";"Frisling";20;NA;NA;NA;NA;"afschot";5;NA;"Overloper"
7775;"Wild zwijn";2008;"2008-10-20";"Limburg";"Vrouwelijk";"Overloper";35;NA;NA;NA;NA;"afschot";8;NA;"Overloper"
7776;"Ree";2016;"2016-06-02";"Vlaams-Brabant";"Mannelijk";"Volwassen";17;TRUE;NA;160;NA;"afschot";NA;NA;"Niet ingezameld"
7777;"Wild zwijn";2014;"2014-04-12";"Limburg";"Mannelijk";"Overloper";47,4;TRUE;NA;NA;NA;"afschot";10;NA;"Frisling"
7778;"Wild zwijn";2016;"2016-06-02";"Limburg";"Mannelijk";"Overloper";47;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7779;"Ree";2016;"2016-08-09";"Vlaams-Brabant";"Mannelijk";"Volwassen";17;TRUE;NA;157;NA;"afschot";NA;NA;"Niet ingezameld"
7780;"Ree";2017;"2017-01-04";"Antwerpen";"Vrouwelijk";"Jongvolwassen";14,6;FALSE;1;155;NA;"afschot";NA;NA;"Niet ingezameld"
7781;"Ree";2017;"2017-02-19";"Limburg";"Vrouwelijk";"Kits";10;FALSE;0;145;NA;"afschot";NA;NA;"Niet ingezameld"
7782;"Ree";2015;"2015-03-29";"Antwerpen";"Mannelijk";"Kits";15;TRUE;NA;150;150;"afschot";NA;151;"Kits"
7783;"Ree";2015;"2015-06-25";"Antwerpen";"Mannelijk";"Jongvolwassen";15;TRUE;NA;155;155;"afschot";NA;NA;"Niet ingezameld"
7784;"Ree";2014;"2014-09-14";"Antwerpen";"Mannelijk";NA;19,5;NA;NA;155;156;"afschot";NA;NA;"Niet ingezameld"
7785;"Ree";2014;"2014-03-29";"Limburg";"Vrouwelijk";"Volwassen";14;FALSE;1;150;150;"afschot";NA;NA;"Niet ingezameld"
7786;"Ree";2014;"2014-10-05";"Limburg";"Mannelijk";"Kits";12,4;TRUE;NA;148;148;"afschot";NA;NA;"Niet ingezameld"
7787;"Ree";2016;"2016-02-15";"Limburg";"Vrouwelijk";"Volwassen";17,5;FALSE;2;135;135;"afschot";19;NA;"Jongvolwassen"
7788;"Ree";2016;"2016-02-28";"Limburg";"Vrouwelijk";"Volwassen";17;TRUE;NA;163;NA;"afschot";19;154;"Jongvolwassen"
7789;"Ree";2014;"2014-05-25";"Antwerpen";"Mannelijk";"Volwassen";19;NA;NA;160;160;"afschot";NA;NA;"Niet ingezameld"
7790;"Ree";2017;"2017-03-19";"Limburg";"Vrouwelijk";"Jongvolwassen";13,5;FALSE;1;138;NA;"afschot";NA;NA;"Niet ingezameld"
7791;"Ree";2014;"2014-03-03";"Vlaams-Brabant";"Mannelijk";"Kits";9;TRUE;NA;100;100;"afschot";NA;NA;"Niet ingezameld"
7792;"Ree";2016;"2016-02-26";"Limburg";"Vrouwelijk";"Volwassen";14,5;FALSE;1;146;146;"afschot";19;139;"Jongvolwassen"
7793;"Wild zwijn";2012;"2012-06-12";"Limburg";"Mannelijk";"Frisling";36;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7794;"Ree";2015;"2015-08-04";"Vlaams-Brabant";"Mannelijk";"Volwassen";18,9;TRUE;NA;158;158;"afschot";NA;NA;"Niet ingezameld"
7795;"Ree";2016;"2016-02-25";"Antwerpen";"Vrouwelijk";"Volwassen";17;FALSE;2;163;165;"afschot";46;161;"Adult"
7796;"Ree";2014;"2014-07-26";"West-Vlaanderen";"Mannelijk";"Volwassen";20,5;TRUE;NA;166;165;"afschot";NA;NA;"Niet ingezameld"
7797;"Ree";2016;"2016-03-21";"Limburg";"Vrouwelijk";"Kits";10;FALSE;0;142;142;"afschot";10;138;"Kits"
7798;"Ree";2016;"2016-08-12";"Limburg";"Mannelijk";"Jongvolwassen";15;TRUE;NA;154;154;"afschot";NA;NA;"Niet ingezameld"
7799;"Ree";2015;"2015-03-12";"Antwerpen";"Vrouwelijk";"Kits";11;FALSE;0;140;141;"afschot";NA;NA;"Niet ingezameld"
7800;"Ree";2016;"2016-01-23";"Vlaams-Brabant";"Mannelijk";"Kits";12,2;TRUE;NA;140;140;"afschot";19;NA;"Jongvolwassen"
7801;"Wild zwijn";2017;"2017-01-27";"Limburg";"Vrouwelijk";"Volwassen";76;FALSE;2;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7802;"Ree";2016;"2016-05-01";"Limburg";"Mannelijk";"Jongvolwassen";15;TRUE;NA;158;158;"afschot";NA;NA;"Niet ingezameld"
7803;"Wild zwijn";2008;"2008-03-31";"West-Vlaanderen";"Vrouwelijk";NA;NA;NA;NA;NA;NA;"verdelging ANB";16;NA;"Adult"
7804;"Ree";2014;"2014-05-15";"Antwerpen";"Mannelijk";"Volwassen";17;TRUE;NA;165;165;"afschot";NA;NA;"Niet ingezameld"
7805;"Ree";2014;"2014-01-05";"Limburg";"Vrouwelijk";"Kits";10;FALSE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7806;"Ree";2015;"2015-05-23";"Antwerpen";"Mannelijk";"Jongvolwassen";10;TRUE;NA;144;144;"afschot";NA;NA;"Niet ingezameld"
7807;"Wild zwijn";2017;"2017-04-03";"Voeren";"Mannelijk";"Overloper";36;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7808;"Ree";2017;"2017-03-04";"Oost-Vlaanderen";"Vrouwelijk";"Kits";11,5;FALSE;0;135;NA;"afschot";NA;NA;"Niet ingezameld"
7809;"Ree";2015;"2015-03-08";"Limburg";"Vrouwelijk";"Jongvolwassen";15;FALSE;2;160;160;"afschot";NA;NA;"Niet ingezameld"
7810;"Ree";2016;"2016-08-22";"Limburg";"Mannelijk";"Jongvolwassen";18,8;TRUE;NA;157;157;"afschot";NA;NA;"Niet ingezameld"
7811;"Damhert";2015;"2015-12-29";"Antwerpen";"Vrouwelijk";"Jongvolwassen";32,3;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7812;"Ree";2017;"2017-02-18";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";21,4;FALSE;2;154;NA;"afschot";NA;NA;"Niet ingezameld"
7813;"Ree";2015;"2015-03-14";"Antwerpen";"Vrouwelijk";"Volwassen";16,5;FALSE;1;145;145;"afschot";NA;NA;"Niet ingezameld"
7814;"Ree";2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;"afschot";12;NA;"Kits"
7815;"Ree";2016;"2016-03-01";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";20;FALSE;1;141;142;"afschot";31;161;"Adult"
7816;"Wild zwijn";2012;"2012-06-21";"Limburg";"Mannelijk";"Overloper";22;NA;NA;NA;NA;"afschot";5;NA;"Overloper"
7817;"Wild zwijn";2014;"2014-03-15";"Limburg";"Mannelijk";"Overloper";37;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7818;"Wild zwijn";2015;"2015-06-28";"Antwerpen";"Mannelijk";"Overloper";55;TRUE;NA;NA;NA;"afschot";12;NA;"Frisling"
7819;"Ree";2015;"2015-01-27";"Antwerpen";"Vrouwelijk";"Kits";10,3;FALSE;NA;144;145;"afschot";NA;NA;"Niet ingezameld"
7820;"Ree";2016;"2016-09-14";"Limburg";"Mannelijk";"Jongvolwassen";18,4;TRUE;NA;167;NA;"afschot";NA;NA;"Niet ingezameld"
7821;"Ree";2015;"2015-01-04";"Limburg";"Vrouwelijk";"Kits";14,5;FALSE;NA;NA;NA;"afschot";NA;158;"Kits"
7822;"Ree";2015;"2015-01-10";"Antwerpen";"Vrouwelijk";"Volwassen";16,5;FALSE;2;153;153;"afschot";NA;NA;"Niet ingezameld"
7823;"Ree";2017;"2017-03-17";"Antwerpen";"Vrouwelijk";"Kits";12,5;FALSE;0;152;NA;"afschot";NA;NA;"Niet ingezameld"
7824;"Ree";2016;"2016-01-26";"Voeren";"Vrouwelijk";"Kits";10;FALSE;0;140;140;"afschot";9;129;"Kits"
7825;"Ree";2016;"2016-03-25";"Antwerpen";"Mannelijk";"Kits";12,3;TRUE;NA;149;148;"afschot";11;174;"Kits"
7826;"Ree";2014;"2014-03-06";"Limburg";"Mannelijk";"Kits";NA;NA;NA;142;142;"afschot";NA;NA;"Niet ingezameld"
7827;"Ree";2017;"2017-03-22";"Limburg";"Vrouwelijk";"Kits";8,5;FALSE;0;136;NA;"afschot";NA;NA;"Niet ingezameld"
7828;"Damhert";2017;"2017-03-24";"Antwerpen";"Mannelijk";"Kalf";21;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7829;"Ree";2015;"2015-03-28";"Limburg";"Mannelijk";"Kits";11;TRUE;NA;154;154;"afschot";NA;NA;"Kits"
7830;"Ree";2016;"2016-02-21";"Limburg";"Vrouwelijk";"Kits";10;FALSE;0;135;135;"afschot";8;136;"Kits"
7831;"Ree";2014;"2014-02-24";"Antwerpen";"Mannelijk";"Kits";12;TRUE;NA;120;122;"afschot";NA;NA;"Niet ingezameld"
7832;"Wild zwijn";2014;"2014-09-30";"Limburg";"Vrouwelijk";"Overloper";43;FALSE;0;NA;NA;"afschot";17;NA;"Overloper"
7833;"Ree";2014;"2014-06-09";"West-Vlaanderen";"Mannelijk";"Volwassen";24;TRUE;NA;182;182;"afschot";NA;NA;"Niet ingezameld"
7834;"Ree";2015;"2015-03-29";"Limburg";"Vrouwelijk";"Kits";11,5;FALSE;NA;140;140;"afschot";NA;NA;"Niet ingezameld"
7835;"Wild zwijn";2016;"2016-05-12";"Antwerpen";"Vrouwelijk";"Frisling";22,9;TRUE;NA;NA;NA;"afschot";6;NA;"Frisling"
7836;"Ree";2015;"2015-03-25";"Limburg";"Vrouwelijk";"Volwassen";17;FALSE;2;159;159;"afschot";NA;NA;"Niet ingezameld"
7837;"Wild zwijn";2016;"2016-08-04";"Limburg";"Mannelijk";"Overloper";80;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
7838;"Wild zwijn";2015;"2015-08-01";"Limburg";"Mannelijk";"Frisling";13;TRUE;NA;NA;NA;"afschot";4;NA;"Frisling"
7839;"Ree";2014;"2014-05-23";"Limburg";"Mannelijk";"Kits";11,3;TRUE;NA;150;151;"afschot";NA;NA;"Niet ingezameld"
7840;"Ree";2014;"2014-06-22";"Limburg";"Mannelijk";"Kits";13;NA;NA;140;140;"afschot";NA;NA;"Niet ingezameld"
7841;"Ree";2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;"afschot";NA;141;"Kits"
7842;"Ree";2017;"2017-03-17";"Vlaams-Brabant";"Vrouwelijk";"Kits";13;FALSE;0;150;NA;"afschot";NA;NA;"Niet ingezameld"
7843;"Ree";2015;"2015-05-21";"Vlaams-Brabant";"Mannelijk";"Volwassen";18,5;TRUE;NA;155;155;"afschot";NA;NA;"Niet ingezameld"
7844;"Wild zwijn";2014;"2014-09-10";"Limburg";"Mannelijk";"Overloper";56;NA;NA;NA;NA;"afschot";18;NA;"Overloper"
7845;"Ree";2015;"2015-03-28";"Limburg";"Vrouwelijk";"Volwassen";19;FALSE;2;141;145;"afschot";NA;NA;"Niet ingezameld"
7846;"Ree";2014;"2014-03-08";"Limburg";NA;"Kits";11;FALSE;NA;152;152;"afschot";NA;NA;"Niet ingezameld"
7847;"Wild zwijn";2016;NA;"Antwerpen";NA;NA;NA;NA;NA;NA;NA;"afschot";21;NA;"Overloper"
